id_tienda,id_producto,forecast_media_semanal,cantidad_target_q_star,stock_actual,critical_ratio,cantidad_pedido,alerta,costo_total_esperado
STORE_07,PROD_001,33.10559901192785,45.281352938429166,27,0.9941520467836257,19,,121.75753926501315
STORE_07,PROD_002,48.159119356759525,83.31008584381169,15,0.9935205183585313,69,,527.2644973057825
STORE_07,PROD_003,49.61442056452771,75.9959201223443,18,0.9950248756218906,58,,395.72249336724883
STORE_07,PROD_004,35.08695007365038,52.973348297078516,55,0.989010989010989,0,SOBRESTOCK: stock supera Q*,357.72796446856273
STORE_07,PROD_005,41.81111087965075,76.11140023640621,0,0.9883720930232558,77,,686.0057871351092
STORE_07,PROD_006,52.165943193496716,89.59270917706344,20,0.989247311827957,70,,935.6691495891681
STORE_07,PROD_007,52.85369072010152,94.71583770916769,1,0.9852216748768473,94,,1255.864409671985
STORE_07,PROD_008,53.996846263840425,96.59016629451519,31,0.9836065573770492,66,,2129.666001533738
STORE_08,PROD_001,83.4105563204925,95.58631024699382,45,0.9941520467836257,51,,121.75753926501315
STORE_08,PROD_002,112.5226627583931,147.67362924544526,1,0.9935205183585313,147,,527.2644973057824
STORE_08,PROD_003,116.96105266031763,143.34255221813424,0,0.9950248756218906,144,,395.72249336724917
STORE_08,PROD_004,71.57252384135776,89.4589220647859,62,0.989010989010989,28,,357.7279644685626
STORE_08,PROD_005,176.26897581108202,210.56926516783747,52,0.9883720930232558,159,,686.0057871351091
STORE_08,PROD_006,176.80470935154997,214.2314753351167,51,0.989247311827957,164,,935.6691495891681
STORE_08,PROD_007,205.8957510088951,247.75789799796127,56,0.9852216748768473,192,,1255.864409671985
STORE_08,PROD_008,150.20554399829317,192.79886402896793,13,0.9836065573770492,180,,2129.666001533738
STORE_09,PROD_001,49.14436344177716,61.320117368278474,75,0.9941520467836257,0,SOBRESTOCK: stock supera Q*,121.75753926501315
STORE_09,PROD_002,39.822739631075635,74.9737061181278,44,0.9935205183585313,31,,527.2644973057824
STORE_09,PROD_003,54.156191737812456,80.53769129562906,2,0.9950248756218906,79,,395.72249336724906
STORE_09,PROD_004,39.82934857097947,57.71574679440761,33,0.989010989010989,25,,357.72796446856273
STORE_09,PROD_005,83.21386248146594,117.5141518382214,24,0.9883720930232558,94,,686.0057871351091
STORE_09,PROD_006,74.42614463105849,111.85291061462522,2,0.989247311827957,110,,935.6691495891681
STORE_09,PROD_007,90.03981950775855,131.9019664968247,26,0.9852216748768473,106,,1255.864409671985
STORE_09,PROD_008,88.99925123750054,131.5925712681753,13,0.9836065573770492,119,,2129.666001533738
STORE_10,PROD_001,41.971767261077574,54.14752118757889,38,0.9941520467836257,17,,121.75753926501315
STORE_10,PROD_002,77.87671798642269,113.02768447347485,34,0.9935205183585313,80,,527.2644973057824
STORE_10,PROD_003,72.75609289191117,99.13759244972776,57,0.9950248756218906,43,,395.72249336724894
STORE_10,PROD_004,36.971421616584806,54.857819840012944,1,0.989010989010989,54,,357.72796446856273
STORE_10,PROD_005,108.55038933424237,142.85067869099782,24,0.9883720930232558,119,,686.0057871351091
STORE_10,PROD_006,108.73105368823857,146.1578196718053,9,0.989247311827957,138,,935.6691495891681
STORE_10,PROD_007,114.66527923417846,156.52742622324462,29,0.9852216748768473,128,,1255.864409671985
STORE_10,PROD_008,82.57816077394163,125.1714808046164,18,0.9836065573770492,108,,2129.666001533738
STORE_11,PROD_001,55.84568972103436,68.02144364753568,13,0.9941520467836257,56,,121.75753926501315
STORE_11,PROD_002,117.41363737851877,152.56460386557092,0,0.9935205183585313,153,,527.2644973057821
STORE_11,PROD_003,75.14592140917155,101.52742096698815,18,0.9950248756218906,84,,395.72249336724894
STORE_11,PROD_004,62.61062475796818,80.49702298139633,10,0.989010989010989,71,,357.7279644685629
STORE_11,PROD_005,158.56201080283105,192.8623001595865,8,0.9883720930232558,185,,686.0057871351091
STORE_11,PROD_006,132.8290460466393,170.25581203020602,89,0.989247311827957,82,,935.6691495891681
STORE_11,PROD_007,77.95091388094451,119.81306087001067,24,0.9852216748768473,96,,1255.864409671985
STORE_11,PROD_008,98.25448785026009,140.84780788093485,15,0.9836065573770492,126,,2129.666001533738
STORE_12,PROD_001,79.53813324073343,91.71388716723474,40,0.9941520467836257,52,,121.75753926501315
STORE_12,PROD_002,77.30956417400328,112.46053066105544,5,0.9935205183585313,108,,527.2644973057824
STORE_12,PROD_003,110.81992207075771,137.2014216285743,19,0.9950248756218906,119,,395.72249336724894
STORE_12,PROD_004,62.792013908273304,80.67841213170144,39,0.989010989010989,42,,357.7279644685626
STORE_12,PROD_005,133.07683233463436,167.37712169138982,2,0.9883720930232558,166,,686.0057871351091
STORE_12,PROD_006,120.10940706131194,157.53617304487867,5,0.989247311827957,153,,935.6691495891681
STORE_12,PROD_007,128.87866844853843,170.7408154376046,1,0.9852216748768473,170,,1255.864409671985
STORE_12,PROD_008,120.41265831992797,163.00597835060273,97,0.9836065573770492,67,,2129.666001533738
STORE_13,PROD_001,56.30301338448071,68.47876731098202,17,0.9941520467836257,52,,121.75753926501315
STORE_13,PROD_002,74.29168328139306,109.44264976844522,13,0.9935205183585313,97,,527.2644973057824
STORE_13,PROD_003,79.56131102348309,105.94281058129968,8,0.9950248756218906,98,,395.72249336724894
STORE_13,PROD_004,51.61089165140389,69.49728987483203,11,0.989010989010989,59,,357.7279644685629
STORE_13,PROD_005,87.78736291052611,122.08765226728157,29,0.9883720930232558,94,,686.0057871351091
STORE_13,PROD_006,73.60676321177898,111.03352919534571,49,0.989247311827957,63,,935.6691495891681
STORE_13,PROD_007,82.23367432050705,124.09582130957321,2,0.9852216748768473,123,,1255.864409671985
STORE_13,PROD_008,104.89185484185921,147.48517487253397,7,0.9836065573770492,141,,2129.666001533738
STORE_14,PROD_001,68.24973058442983,80.42548451093114,4,0.9941520467836257,77,,121.75753926501315
STORE_14,PROD_002,72.57281858455872,107.72378507161088,11,0.9935205183585313,97,,527.2644973057824
STORE_14,PROD_003,89.41513752279593,115.79663708061253,15,0.9950248756218906,101,,395.72249336724894
STORE_14,PROD_004,65.33270789480956,83.2191061182377,25,0.989010989010989,59,,357.7279644685629
STORE_14,PROD_005,154.34478530130338,188.64507465805883,41,0.9883720930232558,148,,686.0057871351091
STORE_14,PROD_006,112.23259844370398,149.6593644272707,15,0.989247311827957,135,,935.6691495891681
STORE_14,PROD_007,119.92207207166103,161.7842190607272,13,0.9852216748768473,149,,1255.864409671985
STORE_14,PROD_008,103.28310311910795,145.8764231497827,17,0.9836065573770492,129,,2129.666001533738
STORE_15,PROD_001,55.99874129895053,68.17449522545184,43,0.9941520467836257,26,,121.75753926501308
STORE_15,PROD_002,79.73000686509356,114.88097335214572,20,0.9935205183585313,95,,527.2644973057824
STORE_15,PROD_003,55.21484839790191,81.5963479557185,30,0.9950248756218906,52,,395.72249336724883
STORE_15,PROD_004,58.152903581761095,76.03930180518924,25,0.989010989010989,52,,357.7279644685629
STORE_15,PROD_005,128.35224708859002,162.65253644534548,51,0.9883720930232558,112,,686.0057871351091
STORE_15,PROD_006,125.22346812744686,162.6502341110136,33,0.989247311827957,130,,935.6691495891681
STORE_15,PROD_007,118.53215440260065,160.39430139166683,8,0.9852216748768473,153,,1255.8644096719852
STORE_15,PROD_008,117.702296476086,160.29561650676078,38,0.9836065573770492,123,,2129.666001533739
STORE_16,PROD_001,81.67301509318457,93.84876901968589,12,0.9941520467836257,82,,121.75753926501315
STORE_16,PROD_002,160.83506347341358,195.98602996046574,37,0.9935205183585313,159,,527.2644973057824
STORE_16,PROD_003,115.0986871951329,141.4801867529495,47,0.9950248756218906,95,,395.72249336724894
STORE_16,PROD_004,50.235208415893744,68.12160663932188,23,0.989010989010989,46,,357.72796446856273
STORE_16,PROD_005,206.81483875502417,241.11512811177963,25,0.9883720930232558,217,,686.0057871351091
STORE_16,PROD_006,196.99855846172392,234.42532444529064,3,0.989247311827957,232,,935.6691495891681
STORE_16,PROD_007,191.46039409821464,233.3225410872808,7,0.9852216748768473,227,,1255.864409671985
STORE_16,PROD_008,153.15581442668073,195.7491344573555,16,0.9836065573770492,180,,2129.666001533738
STORE_17,PROD_001,39.930776582038895,52.10653050854021,0,0.9941520467836257,53,,121.75753926501315
STORE_17,PROD_002,49.81437531378291,84.96534180083506,37,0.9935205183585313,48,,527.2644973057822
STORE_17,PROD_003,44.30054811133837,70.68204766915497,9,0.9950248756218906,62,,395.72249336724894
STORE_17,PROD_004,31.410484461982605,49.29688268541074,25,0.989010989010989,25,,357.72796446856273
STORE_17,PROD_005,76.52839246481682,110.82868182157227,29,0.9883720930232558,82,,686.0057871351091
STORE_17,PROD_006,42.83389938167819,80.2606653652449,15,0.989247311827957,66,,935.6691495891679
STORE_17,PROD_007,77.83303228707373,119.6951792761399,31,0.9852216748768473,89,,1255.864409671985
STORE_17,PROD_008,72.6664244723761,115.25974450305085,22,0.9836065573770492,94,,2129.666001533738
STORE_18,PROD_001,60.70397872233423,72.87973264883554,8,0.9941520467836257,65,,121.75753926501315
STORE_18,PROD_002,113.11343555813212,148.26440204518428,33,0.9935205183585313,116,,527.2644973057824
STORE_18,PROD_003,69.482390543169,95.8638901009856,20,0.9950248756218906,76,,395.72249336724894
STORE_18,PROD_004,80.31141083647407,98.1978090599022,3,0.989010989010989,96,,357.7279644685626
STORE_18,PROD_005,100.08432205839469,134.38461141515015,29,0.9883720930232558,106,,686.0057871351091
STORE_18,PROD_006,111.47630912561542,148.90307510918214,22,0.989247311827957,127,,935.6691495891681
STORE_18,PROD_007,133.18057378894684,175.042720778013,6,0.9852216748768473,170,,1255.864409671985
STORE_18,PROD_008,94.67666026700729,137.26998029768205,36,0.9836065573770492,102,,2129.666001533738
STORE_19,PROD_001,52.49185464782813,64.66760857432945,9,0.9941520467836257,56,,121.75753926501322
STORE_19,PROD_002,75.75622799064806,110.90719447770022,16,0.9935205183585313,95,,527.2644973057824
STORE_19,PROD_003,85.06443197766798,111.44593153548458,8,0.9950248756218906,104,,395.72249336724894
STORE_19,PROD_004,51.60941755682349,69.49581578025163,25,0.989010989010989,45,,357.7279644685629
STORE_19,PROD_005,176.2268522645594,210.52714162131485,17,0.9883720930232558,194,,686.0057871351091
STORE_19,PROD_006,122.86260886313121,160.28937484669794,12,0.989247311827957,149,,935.6691495891681
STORE_19,PROD_007,123.92124155233329,165.78338854139946,0,0.9852216748768473,166,,1255.8644096719852
STORE_19,PROD_008,89.31526620051237,131.90858623118714,18,0.9836065573770492,114,,2129.666001533739
STORE_20,PROD_001,45.17662147610171,57.35237540260302,19,0.9941520467836257,39,,121.75753926501315
STORE_20,PROD_002,65.31824097327255,100.46920746032471,3,0.9935205183585313,98,,527.2644973057824
STORE_20,PROD_003,110.94524680866228,137.32674636647886,8,0.9950248756218906,130,,395.7224933672487
STORE_20,PROD_004,43.80984730056628,61.69624552399442,42,0.989010989010989,20,,357.72796446856273
STORE_20,PROD_005,127.86696356202293,162.1672529187784,15,0.9883720930232558,148,,686.0057871351091
STORE_20,PROD_006,125.43075228049928,162.85751826406602,11,0.989247311827957,152,,935.6691495891685
STORE_20,PROD_007,126.21826561092314,168.0804125999893,54,0.9852216748768473,115,,1255.864409671985
STORE_20,PROD_008,158.76083138858604,201.3541514192608,33,0.9836065573770492,169,,2129.666001533738
